,Tweet,label
1781,"Effective online lectures are nil, we are sad to be rude, we don't have to buy internet quota, we are sad not to pay for UKT SMSTR. Campus snatches rector's rights. Busy Lebaran compensation for students",-1
1782,"encourage me ka oca to be more active in the online system class, I am still a teacher",1
1783,"online lectures, I'm confused, I'll teach you wkwkwk",-1
1784,"Pakdhe, I feel how loud the thunder of the night rain broke the online teaching signal was wrong, Japri wrote down, called Pakdhe Red",-1
1785,see the dangers of online teaching,-1
1786,"new tumblr post teaching online business is good, online business prospects in the era of the covid pandemic, this is the newspaper for learning business, online business courses",1
1787,Riau Islands legislature provides free online teaching data quota,1
1788,"For example, yes, bnr bnr teaches online, but online assignments give material limits, tell me to read a package book, love ppt, then do online assignments, which bnr bnr explained, make apk zoom, only matpel b indo",1
1789,"online action hooks, save the burden of thinking, have time, continue to teach emotional control, sometimes it's hot",1
1790,"online lectures during the semester, if I'm not mistaken, the teacher's prank class said that at that time, the students in the teaching class were muttering difficult material",-1
1791,"Congratulations, school cadres, beware, participatory online skpp, officially launched, provinces throughout Indonesia, teach to add knowledge of Ramadan, candidates, be careful, let's be absent and online skpp",1
1792,ramadan ramadan holidays ramadan holidays go waiting for children not to teach online school,1
1793,"teach online for years, you've been left by students, sorry for teaching offline, punten sluurrr, I swear it's impossible to teach offline.",-1
1794,The covid outbreak does not subside the enthusiasm of Cambodian citizens to teach Indonesian Cambodian citizens to teach Indonesian online on-line,-1
1795,hashtags appear complaining class students are confused online teaching assignments teacher students chat president donald trump microsoft boss bill gates facebook boss mark zuckerberg hlkompasiana,-1
1796,"online lectures, the brain becomes crooked and cramped, twenty pages between teaching modules, it doesn't matter whether students understand or not, miserable students who are independent campuses, education and culture, students",1
1797,"Please provide telecommunication services. Pay attention to students teaching online system. List of internet packages is very expensive. How do you teach the Telkomsel area. Prices are stifling, especially with difficult economic conditions",-1
1798,"happy national education, where are you forcing online lectures, dying quota, people are talking about the flat earth",1
1799,"the pandemic changes the method of face-to-face teaching, teaching via online, teaching activities are not as effective as a result of the pandemic, the method of complaining and teaching is effective",-1
1800,"I'm a tube for work, so I often cheat like that, I don't care about teaching online",-1
1801,"online seminar remember campus national students watch the youtube channel, hopefully students will teach healthy crises",1
1802,"let's learn to make self-teaching videos, join the online workshop list sagusavi xiii sagusavi online learning videos self-study kangwidi",1
1803,"Go to school, hurry, open, connect with the economy by online teaching, free quota for teachers, students, help with cellphones",1
1804,tactics for a dry atmosphere that makes online teaching boring,-1
1805,add online teaching wow wow you've gone crazy huh no web teaching wa pdf makes it really bad,1
1806,covid Indonesia drops medicine for worrying online teaching infrastructure protocol healthy school boarding school concrete wise orders wise,1
